ID,Gender,Economics_exp,Age,Perceived_purpose1,Perceived_purpose2,condition,hypocrisy_1,hypocrisy_2,hypocrisy_3,hypocrisy_4,hypocrisy_5,guilt_1,guilt_2,honest_freq_1,honest_likely_1,honest_extreme_1,committment_honesty_1,moral_1,moral_2,moral_3,moral_standards1,moral_standards2,hypocrisy_1.2,hypocrisy_2.2,hypocrisy_3.2,hypocrisy_4.2,hypocrisy_5.2,guilt_1.2,guilt_2.2,honest_freq_2,honest_likely_2,honest_extreme_2,committment_honesty_2,moral_1.2,moral_2.2,moral_3.2,moral_standards1.2,moral_standards2.2,trustbeh,proclamation,order
553,Female,2,38,"To see how people listen to instructions, how much they are willing to help the other person out.",To see how honest and generous people are.,2,4,4,4,6,6,2,2,5,4,4,2,4,4,4,5,5,1,4,4,3,5,2,2,5,5,7,4,5,5,5,4,6,1,absolute,game1
554,Male,2,32," To test people's grasp of probability, perhaps","It's a variation of the prisoner's dilemma.  We're better off if we all cooperate, but individually, there's an advantage to being selfish.",1,2,4,4,2,3,4,2,5,3,3,4,4,5,4,3,5,2,2,4,2,3,1,2,4,5,4,5,5,5,5,5,5,1,absolute,survey1
555,Female,1,23,To see if someone else’s values effect us. If someone else is credible ,To see if another’s values affect ours choices ,1,4,2,2,5,4,6,6,7,6,5,5,5,5,5,6,3,3,5,3,3,4,6,6,6,6,6,5,6,6,6,4,4,0,absolute,survey1
556,Female,0,25,"To see how people rate how honest of a person they are, and then put the chance of ""lying your way to earn more money"" to see if they would despite their beliefs.",To see if someone would be fair after reading how a player already was not fair with another participant.,3,1,4,4,1,3,4,4,6,2,5,5,7,3,4,6,6,2,1,1,2,3,1,1,5,3,2,5,7,1,2,2,2,1,ambiguous,survey1
557,Male,2,23,judge moral ethics,judge moral ethics,4,6,6,6,6,6,3,3,4,2,3,3,2,2,2,3,3,5,5,5,5,5,5,5,4,3,4,3,4,4,4,4,5,0,ambiguous,game1
558,Female,1,40,To test honesty,To test selfishness,2,4,4,5,4,4,3,3,5,5,5,3,3,3,3,3,5,4,4,3,4,4,3,3,5,5,3,4,4,4,4,5,5,1,absolute,game1
559,Female,0,53,to see if one person lies,to see if one person will keep the money,1,2,2,2,2,2,5,5,7,6,5,5,5,5,5,4,4,4,2,5,2,2,2,2,6,3,4,2,3,3,3,4,4,0,absolute,survey1
560,Female,1,27,"Trust, like how much you trust strangers?",trust or money,4,2,2,2,2,2,2,2,5,5,2,4,6,5,6,4,5,2,2,2,2,2,2,2,5,5,2,3,5,5,5,4,6,1,ambiguous,game1
561,Male,5+,40,Not sure,Group versus single decision priority,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,6,5,5,5,5,5,5,0,absolute,game1
562,Female,2,32,what is mosdt important: best outcome or honesty?,prisoners dilemma?,2,2,2,2,2,2,2,2,7,5,2,2,4,4,4,4,6,4,4,4,4,4,4,4,5,5,3,3,5,5,5,4,4,0,absolute,game1
563,Female,0,47,I dont really know,I dont really know,3,2,2,4,3,2,3,3,4,4,4,5,5,5,6,4,5,2,2,3,2,2,2,2,5,3,5,2,6,5,6,5,6,1,ambiguous,survey1
564,Male,3,33,To test trust for a person,To determine if someone can be trusted based on assumption of a person being immoral,3,1,7,1,1,4,2,2,4,3,4,1,2,2,2,2,7,1,5,1,1,1,1,1,4,3,5,2,3,3,3,3,7,1,ambiguous,survey1
565,Female,1,33,morals?,na,3,3,3,3,3,3,2,2,4,3,4,4,4,4,4,4,4,4,4,5,4,2,6,6,4,3,4,2,3,2,3,2,2,1,ambiguous,survey1
566,Male,2,42,no clue,bore people,2,4,5,5,5,4,5,4,5,5,5,3,5,5,5,4,5,5,5,5,3,4,5,2,5,4,3,4,4,4,5,4,4,1,absolute,game1
567,Male,1,56,This purpose of study is games and psychology research study.,This purpose of study is games and psychology research study.,1,6,7,7,6,6,7,7,1,1,6,7,7,7,7,7,7,6,6,7,6,6,7,7,3,1,7,7,7,7,7,7,7,1,absolute,survey1
568,Male,4,45,To see how I would act given my impression of the other player.,not sure,1,2,2,2,2,2,6,6,7,7,7,6,6,6,6,5,5,3,3,5,3,3,6,6,7,7,6,6,6,6,6,6,6,1,absolute,survey1
569,Male,1,62,how honest the people were,honeaty,1,2,2,2,6,4,7,6,7,6,7,6,7,6,6,6,6,2,1,4,6,2,6,7,7,6,7,6,7,7,6,6,6,1,absolute,survey1
570,Male,2,30,I think the purpose was to determine if a person would help a stranger with minimal loss to themselves.,I think the purpose is to determine how trustworthy people are.,4,1,1,1,1,1,1,1,6,6,5,1,7,7,7,7,7,1,1,1,1,1,5,5,6,6,5,6,7,7,7,7,7,0,ambiguous,game1
571,Female,2,39,To see if a person who believes honesty is important will lie to benefit another person.,To see if a person who believes honest is important will share half of the money.,1,4,4,4,4,4,7,7,6,7,4,7,7,7,7,7,5,4,7,7,1,1,5,5,7,6,6,6,7,7,7,7,7,1,absolute,survey1
572,Male,0,41,Seeing if people would be honest when money is involved,Seeing if people would trust others when money is involved,2,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,3,5,6,3,3,6,6,5,4,3,5,4,4,4,5,5,1,absolute,game1
573,Male,0,32,honesty evaluation,decision making,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,5,4,4,4,3,4,3,3,6,4,3,4,4,4,4,3,5,1,ambiguous,survey1
574,Female,1,24B,Because it is easy gambling game.,To measure how peoples make decisions.,1,2,2,2,2,2,5,5,6,2,2,6,6,6,6,6,5,2,2,2,2,2,6,6,6,2,2,6,6,6,6,6,5,0,absolute,survey1
575,Male,3,32,trustworthy of the partner,trustworthy,1,2,2,2,2,2,6,6,7,6,7,6,6,6,6,7,7,5,7,5,2,4,6,6,2,2,2,3,6,6,6,6,6,0,absolute,survey1
576,Female,1,24,To see if the sender would lie in some instances for the benefit of a person,to check if a person is giving,3,3,4,4,3,3,4,4,5,4,3,3,5,4,5,4,5,4,3,3,5,5,2,2,5,6,2,3,3,3,4,4,5,0,ambiguous,survey1
577,Female,1,30,To see how selfish/greedy a person can be.,SELFISHNESS/GREED,1,4,4,4,4,2,4,4,4,2,5,5,5,5,5,4,4,4,5,4,5,4,4,4,2,2,5,2,3,3,3,3,4,0,absolute,survey1
578,Male,2,23,To see whether someone would make the less selfish option even if it meant lying to the other player in the game.,The purpose was to see the level of trust you can have in someone based on their answers in The Coin Flip Game.,2,2,2,2,2,2,2,2,5,4,4,6,6,6,6,6,6,2,2,4,2,2,6,2,6,6,7,6,6,6,6,6,6,1,absolute,game1
579,Female,3,50,Decision of Trusting,Decision based on given assumptions,4,4,3,4,3,3,3,3,5,5,3,3,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,2,4,4,3,4,3,1,ambiguous,game1
580,Female,2,22,"The purpose of The Coin Flip Game is to test a person's honesty and generosity, and to see which factor prevails the most in the end. ",To test one's greed and the risk he/she will take/trusting of a stranger for the larger benefit. ,1,2,2,2,2,2,6,6,6,6,7,6,6,7,5,7,6,3,7,6,5,3,3,5,4,2,2,3,3,5,4,3,5,1,absolute,survey1
581,Female,2,28,To test morals,See how greedy i am.,1,1,4,4,1,1,7,7,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,0,absolute,survey1
582,Female,4,48,"A very honest person was introduced, but based on the rules of the game, the way he played the game may not have been the way he would normally conduct himself.  I believe he switched up because it was to the betterment of the other person.",If you could trust the other player to have your best interests.,1,2,2,2,2,2,6,7,7,7,6,6,6,6,7,6,5,2,2,2,2,2,2,2,5,2,2,3,6,6,6,6,5,0,absolute,survey1
583,Male,0,32,two understand different perspective of different individuals,to understand the moral and ethical values of an individual,4,4,3,3,3,3,5,5,5,4,4,2,4,4,4,3,3,2,3,3,2,2,5,3,4,3,5,4,3,3,3,3,4,1,ambiguous,game1
584,Male,2,32,To see if a person is willing to lie and go against their morals in order to better someone else,To see if you are willing to trust your partner with some past information you have learned from them.,2,2,4,4,2,2,2,2,5,5,3,4,4,4,4,5,5,2,2,4,2,2,2,2,6,6,5,6,6,6,6,4,4,1,absolute,game1
585,Male,0,21,Testing peoples ability to share or lie for the benefit of all parties.,Evaluating greed and peoples predictive actions based on what they think others will do.,1,3,4,4,3,3,4,4,7,6,5,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,4,4,4,1,absolute,survey1
586,Female,1,23,To show whether the individual acted according to their survey choices at the beginning.,"To demonstrate my perceived trust of the other player, based on their decision in The Coin Flip Game.",1,4,2,4,2,2,5,5,6,2,6,6,5,6,5,6,3,3,6,6,2,2,2,2,5,2,3,3,7,7,7,6,3,1,absolute,survey1
587,Male,3,65,analytical thinking,Trusting people,2,3,4,3,3,3,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,1,absolute,game1
588,Female,2,30,To see if people would go against their morals to earn more money,To see if people would keep money or take a risk to get more,3,2,2,4,2,2,4,4,6,5,5,5,5,5,5,5,6,2,5,5,2,2,4,4,6,6,5,5,5,5,5,6,6,1,ambiguous,survey1
589,Female,0,24,To test a users decision making regarding a game of risk in which money could be earned by putting trust in another.,To test a users decision making regarding a game of risk in which money could be earned by putting trust in another.,4,2,2,5,2,2,1,1,4,4,3,4,4,4,4,4,6,2,2,2,2,2,1,1,5,3,2,2,4,4,4,3,5,0,ambiguous,game1
590,Male,2,38,To determine how likely someone will help another person so they can both gain even though it might be lying.,To determine honesty.,2,1,1,1,2,2,1,1,6,6,5,5,5,5,5,4,7,1,1,2,1,1,2,2,6,6,6,6,5,5,6,4,6,1,absolute,game1
591,Female,0,35,to see what you decide to do with money,see what people choose,3,3,4,5,6,3,2,2,3,2,5,2,2,2,2,2,2,5,2,2,2,2,3,3,3,3,4,2,2,2,2,2,2,0,ambiguous,survey1
592,Male,5+,41,To see if lying was ok.,To see how my seeing the results of the first game impacted my decisions in the 2nd game,4,4,4,4,4,4,5,5,5,3,4,4,4,4,4,4,6,4,4,4,3,4,5,5,4,3,4,5,4,4,4,4,6,0,ambiguous,game1
593,Female,1,49,To gauge perceptions of honesty,To gauge the perceptions of honesty,2,4,5,6,4,3,4,4,5,4,3,3,5,5,6,5,5,4,4,5,3,4,4,4,6,6,6,5,4,4,4,4,5,1,absolute,game1
594,Female,3,29,To see if unrelated information is capable of altering ones perception of a complete stranger to the point of either trusting them or not.,To study ones ability to trust and ability to overcome greed. ,3,1,4,4,2,2,3,5,4,4,4,5,3,3,5,2,6,2,2,4,2,2,2,2,3,4,2,2,5,5,3,3,5,1,ambiguous,survey1
595,Male,5+,55,To judge the moral character of one of the participants of the game,To see what I would do with more knowledge of the person I am playing with,2,4,4,5,6,5,2,2,3,3,2,2,1,2,1,2,5,7,5,7,6,6,2,2,3,3,2,2,1,2,1,2,5,0,absolute,game1
596,Female,2,31,To see if knowing that there is a better outcome (i.e. both parties earning money) would influence Party 1 to lie ,"To see if past behaviors of another person, influences the decisions ",2,3,5,6,2,4,2,2,3,3,5,2,3,4,4,2,5,5,6,7,5,4,4,3,4,2,6,2,2,3,3,3,5,1,absolute,game1
597,Female,0,28,To determine if people would be equal in their reactions to their personality.,To determine if viewing a persons actions made you more or less trustful of them,3,5,4,4,5,4,2,2,4,3,2,2,3,3,3,2,3,5,2,3,3,4,2,2,3,2,2,2,5,4,4,5,5,0,ambiguous,survey1
598,Female,0,58,"Will a person try to manipulate another person in order to get more money him/herself, or to get an equal share of winnings.",How much do you trust another person to share winnings with you?,4,2,4,4,2,2,2,2,6,5,5,5,6,6,6,6,5,2,1,1,2,5,1,1,3,2,2,2,2,2,3,3,5,1,ambiguous,game1
599,Female,1,23,"The purpose of the coin flip game was to see if one can comprehend instructions, as well as judging a persons moral judgement based on the decision that they make.","The purpose of the coin flip game was to see if one can comprehend instructions, as well as judging a persons moral judgement based on the decision that they make.",2,3,4,4,4,5,2,3,4,4,2,2,2,2,1,4,4,2,2,3,2,2,6,6,6,6,6,6,6,6,6,6,6,0,absolute,game1
600,Female,1,49,To see if a person would mislead another person to gain an advantage to a game. ,To see if you would trust someone who previously misled someone in a game. ,2,6,6,6,6,6,5,5,5,3,2,2,2,2,2,2,2,6,6,6,6,6,5,5,4,3,3,2,3,3,3,2,2,0,absolute,game1
