ID,Politican_Similarity,Gender,Age,Affiliation,Study Purpose,Attention Check 1,Attention Check 2,Condition,Proclamation,Perspective,Frame,Voting,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likelihood,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3
399,Several,Male,59,Democrat,To determine if a person will still support a politician knowing that honesty is not a concern to him ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,7,2,7,7,7,1,1,1,1,1,1,2
400,Not to sound cynical but he sounded like most of our politicians. ,Female,53,Republican,I am not certain. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,6,6,6,6,6,4,2,2,1,2,2,2
401,"The obvious response here would be Donald Trump, but I think Matthew Johnson sounds like most politicians, with the very noticable difference that he actually admitted he would lie.",Male,42,Republican,To elicit a response from participants concerning honesty in politicians and how we judge a politician on essential values once they are discovered lying.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,3,3,6,6,2,2,1,2,1,2,3,1
402,The entire Democratic Party,Male,31,Republican,Assess our opinion of a hypothetical politician. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,6,6,6,6,6,2,2,2,1,2,2,2
403,no,Female,64,Democrat,Judgment ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,3,5,6,5,5,6,4,3,4,2,2,3,2
404,yes,Female,33,Democrat,Making decisions based on the provided information.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,7,7,6,4,7,4,1,6,1,5,5,2
405,Mitt Romney,Female,26,Democrat,To see how trust determines our vote,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,5,5,4,4,7,4,4,3,4,5,5,3
407,Its probably Trump,Female,48,Republican,Honesty in Politics?,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,5,6,5,5,3,4,2,3,3,3,4,4
408,no,Female,40,Other,"? I guess ideological conflict, dissonance, what is acceptable behavior given a certain context",He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,5,6,4,6,6,4,1,2,2,3,3,2
409,No,Female,30,Republican,The purpose of this study is to gain insight on how one views a political candidate after learning information about him.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,7,4,6,6,4,2,1,4,1,1,1,1
410,ALL OF THEM,Male,45,Democrat,"I have no idea.
",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,5,6,5,5,7,4,3,2,3,3,4,3
411,"Yes, Mitch McConnell",Female,53,Democrat,The purpose of this study is to learn about people's judgments with limited information.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,7,7,7,7,7,3,1,7,1,1,1,1
412,george bush,Female,53,Democrat,statistical gatherings,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,5,1,5,1,1,7,6,5,1,4,4,5,5
413,"I cannot think of anyone, specifically.",Male,37,Republican,"An examination of how we view politicians, relative to media reports.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,4,3,3,3,3,5,5,5,3,5,5,4
415,No.,Male,29,Republican,The purpose of the study is to better know a certain candidate.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,4,5,5,4,5,4,4,6,2,3,3,2
417,Trump,Male,35,Democrat,to learn about my opinion about political candidate,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,7,7,7,7,7,3,1,1,2,2,2,2
418,Hillary Clinton,Female,46,Republican,not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,2,2,2,2,2,3,3,2,1,2,2,2
419,"Yes, pretty much all of them",Male,44,Democrat,Political,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,4,4,5,5,4,3,2,1,2,2,2,2
420,no,Male,29,Democrat,I'm not sure.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,5,2,4,2,4,4,4,3,2,2,2,2,2
422,Pretty much all of them. ,Male,27,Other,Psychology,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,1,5,2,5,5,2,3,1,2,2,1,1,1
423,All of them. ,Male,36,Republican,To see how people view lying politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,6,6,6,6,2,2,2,2,2,2,2
424,most of them,Male,34,Democrat,perceptions of a lying politician ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,7,7,7,7,7,1,1,2,1,1,1,1
425,no,Female,41,Other,ethics,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,5,4,6,6,7,4,2,2,2,2,2,2
427,Yes. Barrack Obama lied about keeping your doctor.,Female,39,Republican,To see if a candidate admitting to not always telling the truth would have an impact on public opinion.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,4,4,6,4,6,2,1,2,2,1,1,1
428,Nancy Pelosi,Male,32,Other,Determining behaviors based on politicians statements and the facts surrounding those statements.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,7,6,5,6,6,3,1,2,2,2,3,2
429,Many politicians who lie about how their campaign funds come about. ,Female,30,Democrat,To see if finding out a politician lied would sway someone's vote and opinion of them. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,5,5,5,5,4,4,3,2,2,2,2,2
430,no not really,Female,35,Democrat,something about ethics and honesty,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,5,2,2,2,2,2,4,2,3,2,4,4,4
431,no,Female,37,Republican,perceptions and left wing agendas,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,5,4,4,5,5,5,3,2,3,3,3
433,It brought to mind politicians in general.,Male,28,Democrat,The purpose seems to be how lying affects the voter.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,7,6,6,7,2,2,2,2,4,3,3
434,Donald Trump,Female,31,Democrat,I'm not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,1,5,5,5,6,6,3,2,4,2,3,3,2
435,No,Male,38,Democrat,I don't know.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,3,2,5,5,2,4,1,2,5,2,2,4
436,yes,Male,33,Democrat,attitudes towards politicians and honesty,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,6,6,6,6,6,4,2,3,2,2,2,2
437,Trump,Female,61,Democrat,I think the purpose of this study was to assess validity of conflicting claims made by politicians.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,6,6,5,5,5,3,2,2,2,2,3,2
438,"Just about all of them. There are very, very few honest politicians.",Male,33,Republican,Understanding if lying affects how you view a politician.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,5,6,6,5,6,3,2,2,2,4,3,3
439,Hilary Clinton and every other democrat,Male,29,Republican,"I don't know, but I would like to say bipartisanship is dying and it is never coming back. I don't much care but I will never vote for anti-Whites again, search Covington Catholic for more reasons why.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,7,7,5,6,6,3,3,2,2,2,1,2
440,Yes,Male,35,Republican,To see how being a liar has an impact on elections.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,6,6,6,2,4,1,2,1,2,2,2
442,No,Male,52,Democrat,How we evaluate obvious lies ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,6,6,6,6,6,4,1,1,3,3,3,3
443,"Donald Trump, Hillary Clinton",Male,34,Democrat,To determine whether someone would still vote for a politician even if they told a small lie. Also to see how we would react to an ingenuine person ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,5,6,6,5,6,4,2,4,2,3,3,2
444,None really,Prefer not to answer,27,Democrat,Understand why people choose to vote for someone,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,4,5,6,6,4,3,3,1,3,3,2
445,Most of the politicians,Female,46,Democrat,Our feelings and thoughts about a lying politician,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,6,6,6,6,6,3,3,2,1,2,2,2
446,trump,Female,39,Democrat,dont know,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,6,6,6,6,3,1,1,2,2,2,2
447,Mitch McConnell ,Male,32,Democrat,I don't know. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,5,5,5,4,3,2,2,2,2,2,1
448,"Yes, it brings most politicians to mind.",Female,33,Republican,Understand people's perceptions on politicians and how they go about campaigning and what is considered acceptable and to what extent it is considered acceptable.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,6,5,5,6,5,3,2,2,4,4,3
449,Trump,Male,31,Republican,perceptions of politicans,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,5,6,6,3,6,3,2,4,3,6,3,3,4
450,Tedd Cruz,Female,24,Democrat,I think the purpose was to get my opinion on a story.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,4,4,4,4,4,4,4,4,4,4,4,4,4
451,no,Male,49,Republican,interpretation of / reaction to political statements during an interview.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,4,4,4,4,4,3,1,2,3,4,4,4
452,Not a certain politician,Female,53,Democrat,To see if we would approve of/vote for a politician who admittedly lies,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,4,2,5,5,2,4,1,2,1,2,2,2
453,The fact that he lied about the super pac contributions brings to mind the Trump campaign.,Female,49,Democrat,I think the purpose of this study was to measure whether a candidate being of the same party as a study participant would impact the views of the participant on the candidate.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,6,6,5,5,6,4,3,3,2,3,3,3
454,No,Female,36,Republican,What you think about a hypothetical politician,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,4,4,4,4,4,1,1,1,1,1,1,1
455,"Not one in particular, all of them.",Female,36,Democrat,Trusting politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,7,5,6,6,7,2,1,2,1,2,1,1
456,All of them.,Male,21,Democrat,To see how we perceived politicians in a certain situation.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,7,6,5,5,6,4,2,3,2,3,3,3
457,Sort of,Prefer not to answer,36,Democrat,To understand different judgments form other people.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,6,4,5,4,4,6,4,3,3,3,2,4,2
